feedback_id,feedback_date,feedback,location_name
579984286,2018-05-13,"While searching for hotel room in downtown Vancouver, the room rate for 4 to 5 stars hotel is so high, I have eventually selected XT in Metrotown. The price is better, and the location is in fact better than my original thought as it is so close to the train station.",Vancouver
385727945,2016-06-24,"The room is spacious and well done. The corridor is wide and spacious. The restaurants need a bit of dÃ©cor. Looks a bit bland and tacky. Otherwise perfect spot, centrally located and close to the Metro Town Mall.",Vancouver
291433979,2015-07-22,The XT Vancouver Metrotown is not up to XT standards. Room size and cleanliness was OK.  The pool and fitness center are old and not pleasant at all. The kitchen fume outlets are next to the pool so the smell is always present. The pool is not well maintained and not safe as it needs to be refurbished. The breakfast service was not good. The Wifi is very slow. I would not recommend this hotel.,Vancouver
390901625,2016-07-09,"All the things from a XT you would expect, this hotel pretty much delivers. Clean, good service, etc. The shared parking garage cost $12 per day and it took an average of 20 min to find a parking spot in the small allotment of spaces given to the hotel. If you book without breakfast allowance DO NOT EAT HERE. Breakfast is a buffet and EXPENSIVE.",Vancouver
517273326,2017-08-24,We selected this hotel for the proximity to airport and ease of getting downtown on the sky train.  The staff was wonderful and so very helpful for our group of 10.  The Sky train was only a couple of blocks from the hotel and a quick 15 minutes from the heart of downtown.  The ride to the airport was only 25 minutes.,Vancouver
175596500,2013-09-03,"Stayed here for 5 nights the first week of August.  The XT Metrotown is a perfect affordable alternative to comparable hotels in downtown Vancouver.  The hotel was very clean, well kept, and our room on the 9th floor was very quiet.  The lap pool was a great plus for a swimmer, along with a very pleasant outdoor deck area with a small whirlpool.  Very quick and easy access to the SkyTrain, which gets you to downtown Vancouver in 20 minutes.  There is an Asian Mall , Crystal Mall, attached to the hotel, with very strange hours for a large mall, 10;00a.m. to 6:00 p.m.  The much larger Metrotown Mall is about a block down the street.  Self parking is very reasonable and easily accessed from a lobby elevator.  There is a supermarket  right across the street with a great coffee bar with fresh bakery treats.",Vancouver
332816081,2015-12-14,Great Hotel with easy access to Major Mall and close by Vancouver City and Vancouver Airport. Staff is one of the best XT has to offer. Stayed on Executive floor and both Breakfasts and appetizers were excellent.,Vancouver
464202120,2017-03-02,See earlier comments.  The power was off from midnight to 05:30.  No pre-notice at check in online the day before planned outage.  No heat in rooms.  No hot water in morning after power was back on.  Food was horrible in bar.  Manager was rude.,Vancouver
306794334,2015-09-03,"You can expect everything to be as it is on XT hotels, it is a very good hotel, the room was great, the breakfast was excellent, service outstanding. The thing is the area around the hotel gets really creepy at night (lonely- creepy) and there were lots of constructions  at that time. I donâ€™t really know Vancouver, but this didnÂ´t seem like a very nice neighborhood.Parking is not free, itâ€™s around 11 CAN per day.",Vancouver
453378291,2017-01-19,"Very enjoyable stay at this property.  Hotel property was modern and clean.  Very spacious rooms with excellent view of the city. The staff we encountered were amazing and couldn't have been nicer or more helpful  5 Stars to the employees (with the exception of valet).Multiple options within walking distance for food, drink, shopping and so on.  The feel of being in the middle of the city.   My only complaint was the parking.  They have a parking garage attached to the hotel however about 98% of it is reserved for valet, leaving only about 20 spots for self park.  Hotel clearly is trying to push guest to valet only at a higher cost.  This might not have been so bad but it took forever for someone in valet to come take the car and return it back to us.  If they are going to basically only give you a valet option, then someone needs to light a fire under those valet employees to start providing better service.",Vancouver
288257794,2015-07-12,"My wife and I stayed at this XT on the way to a cruise.  The hotel was up to the usual XT standards.  The room was comfortable and clean, the staff was friendly and it had a pretty nice view. .The hotel is somewhat further away from Canada Place, the port that our cruise ship was located at, than I expected.  This was not much of a problem because the Skytrain works very well and it is only two blocks away from the hotel. The hotel is also only two blocks away from the Metrotown Mall , which turned out to be a fun place to shop.Finally, I looked around at prices in hotels near Canada Place and properties of similar qualities were significantly more expensive and many were not available.  I would definitely stay here again.",Vancouver
232171114,2014-10-01,"Great hotel.  Friendly staff, clean and spacious rooms, great set-up for breakfast, and safe location.  Across from major Mall.  I think largest in the Vancouver area.  Enjoyed dinner at Catcus Club in walking distance.  Would definitely stay here again.",Vancouver
522070952,2017-09-06,"I stayed at this hotel for business. The location was great -- close to a mall and restaurants. There was one minor issue with my room that was fixed immediately. And the staff were very attentive. The restaurant was good, but a little expensive for breakfast. I would stay here again.",Vancouver
295501566,2015-08-03,"Terrible Executive Lounge which the management don't appear to supervise. Rooms OK. Bar good. Breakfast and restaurant  poor.Good points: Steve in the bar was a barman par excellence- friendly, knowledgeable, helpful. Stephanie on reception was also exceptional. I'm told that a nÅ·ew manager has been appointed who is making good changes - I hope so!Proximity to Skytrain is a bonus.",Vancouver
168922506,2013-07-24,Recently stayed 7 nights for business. Always enjoy this location. Very close to restaurants and the staff is very attentive. Breakfast buffet is good as are the meals at the in house restaurant. Will stay again!,Vancouver
516143943,2017-08-21,"A great place to stay for a vacation visit, business and shopping! Easy ride in and out of town by skytrain, local facilities are good with Metrotown on the doorstep almost! Ideal to be cose to the bustle of downtown but also sufficiently far away to get away from it when you want to!",Vancouver
429921545,2016-10-19,"The room was clean, comfortable, and quiet.  As another guest suggested I asked for a room located as high up as possible and away from the ice machine.  The front desk staff was accommodating to my needs and the room service food and personnel were very good.",Vancouver
225188183,2014-08-28,"Nice and clean. Nice pool on the roof. Located next to the Crystal Mall where I couldn't read 80% of signs. I wish someone had told me about the SkyTrain - driving to downtown was longer and harder than I expected. Wrong location for exploring downtown, but that's my fault, not hotel's.",Vancouver
179276701,2013-09-30,"I was in town on business for 4 nights, with the wife and son in tow.  I usually stay in Richmond and decided to switch it up this year by staying in Burnaby.  It was very convenient for both business purposes and for our sightseeing excursions.  The front desk staff were amazing, as were housekeeping.  Exiting the parking garage was a little confusing at first but we figured it out.  We had a corner room with amazing mountain view to the north, and nice view to the west as well (except for the neighboring condo building).  Seems antiquated that they charge for internet though.  All in all, mostly satisfied with the stay.",Vancouver
565266436,2018-03-08,"I have been a XT loyal for years and have watched their decline in the state of their properties. This was is now in the same category I would put Winnipeg XT Airport hotel. Fails on appearance and comfort, is dated and showing it. This area has nothing besides a mall so donâ€™t look for good spots to eat, you wonâ€™t find them. The area is not safe and leaves little room for personal safety.Amenities in the room are hit and miss, my hair dryer melted, no iron and my scenery was a roof. I was moved in the end but wonâ€™t be going back",Vancouver
354248803,2016-03-09,Clean hotel with well mannered staff. Slight problem with Internet but resolved by staff. Lack of a store in the lobby as well as complimentary coffee table. The area outside may not feel safest to everyone but I encountered no problems on a early morning walk. Rooms are well appointed.,Vancouver
347043084,2016-02-11,From front desk to room comfort the entire stay was a great experience. I really enjoyed the room and fitness area was well equipped. Restaurant atmosphere was delightful and staff were very attentive to every need.,Vancouver
357205964,2016-03-20,Room was dark not enough lights in room. Internet speed even at premium is abysmal. I have noticed that internet speed is a problem at most XT properties. Furniture in room unusable. Bed was great no issues,Vancouver
390607042,2016-07-08,"We stayed in a suite which was very spacious and comfortable. The manager was excellent. Upon checking in and getting settled in our room, we discovered the internet was not working and this can be quite tragic when traveling with your teenage son!. The manager personally came to our room, investigated, call the help contact # and determined there was an outage in our section of the hotel. He provided us the ability to connect to the internet via wire in lieu of wireless. Excellent customer service.",Vancouver
274483312,2015-05-25,"I was here for 5 days for business and I was upgraded to a suite.Been that many days at the hotel, i really appreciated having the extra room which was like a living room completely separated from the bedroom. Every night I ate at the hotel with room service cause too tired to go out. Each night I had a different meal and each and every one was seriously amazing, way better tan what could be normally expected from a &quot;normal hotel restaurant&quot;. This hotel even though it is not located in the city center, hence no ocean views, it is a great value.",Vancouver
434970020,2016-11-05,"I really enjoyed my stay at the XT Metrotown Vancouver. I have been there more than once and the quality of the service, room is absolutely great for the value. The personnel is exceptional and they make everything in their power to ensure that your stay is as comfortable as can be. The quality of the food is excellent and more than once did they accommodate my special requests. This is my home away from home in Vancouver.",Vancouver
173856273,2013-08-24,"I travel all over the country and this is my favorite hotel in Canada.  The hotel is centrally located and easy to get to from the airport, the rooms are great, the staff is super helpfull and friendly and really know how to make you feel at home.  Over the last 3  years, I have probably stayed here for about 45 nights.  Same impecable service every time.  If only I could get this level of service in other hotels.......",Vancouver
179545702,2013-10-02,"This Hotel is a &quot;Home away from Home&quot; with its safe, warm, caring environment and its stable staff that remembers your wine and coffee preference. Management is very attentive to client requests. Although located at walking distance from the sky train, the rooms are quiet enough to let you enjoy beautiful mountain views.",Vancouver
387303061,2016-06-28,"My reservation was cancelled when i arrived there. I had a confirmation number but someone accidentally rented my room. They put me in another room but that cause me some problem and i had to switch room next day. Fortunately, i didn't had to pay for the first night. Staff was great.",Vancouver
573317767,2018-04-14,"Easy to get to from the airport. Underground parking. Staff at front desk always welcoming. Rooms with view of Grouse mountain. Rooms are very spacious. Shopping, food court and restaurants nearby. I really enjoy staying here when Iâ€™m working in Burnaby. ",Vancouver
161547950,2013-05-22,"The Hotel was good and substantial upgrade to Suite , big suite , good view in exuctive lounge but diamond hh level not activated in this hotel , lack of drinks and breakfast in exuctive lounge ,There was no outside entertainment or sites near it .",Vancouver
231752154,2014-09-29,"Very close to local transport, good restaurants and shopping.  Clean, comfortable, affordable and above all great staff!  They went above and beyond to assist us when we had the family visiting.  I would stay here again when in Burnaby.",Vancouver
526824540,2017-09-23,"I really like this hotel. They have the Executive Lounge on the top floor with a gorgeous view. Front desk staff are always patient and understanding, even when I'm really tired. Rooms are great and beds very comfy. ",Vancouver
409034386,2016-08-22,"We used our XT points to stay here. Although it is not really close to downtown Vancouver, it is less than a block to the translink station and a very easy train ride to downtown Vancouver. Very nice hotel adjacent to a very large mall. Nice amenities.",Vancouver
296951877,2015-08-08,"We ended our 2 week trip at Vancouver. The hotel is excellent. The staff is helpful. Though easy to get to downtown by train, we drove and that was a hassle at times. It is about 6 miles from the city. The views from the hotel is nice. The malls closely were a good place for some quick shopping. ",Vancouver
344427183,2016-02-01,Exceptional service and staff!!!! VERY friendly and helpful!!!  Great room with a beautiful view!!!!  Will recommend this hotel!!!  The food was great as well!!!  Very comfy beds!!!  We had a beautiful view of the mountains as well!!!  The staff was very courteous and friendly and helped us out allot!!,Vancouver
288073341,2015-07-11,I would expect more upscale hotel for the price of our stay. The staff were pleasant and helpful and we had a young waiter that served us breakfast every morning that was an excellent employee and he was that best part of our stay.,Vancouver
230490956,2014-09-23,We arrived in BC a few days prior to our cruise leaving. The view of the area are breathtaking. The hotel was a typical XT. The staff was gracious and professional. Near good dining and lots of fun sights to see.  This is a place I would come back to in the future.,Vancouver
215841412,2014-07-16,Was in Vancouver for two nights and was extremely pleased with the hotel's service and overall experience.  Hotel is about a five minute walk to the transit system which made everything within reach.  Would highly recommend this hotel.,Vancouver
402570089,2016-08-07,We wanted to get away for a family vacation and we decided to go to Vancouver BC.  We stayed on the 17th floor.  I agree with the recommendations of others of staying on the executive floor is where it is at.  Great view and free breakfast.  You have Price mart to get all your groceries a block away and the metro town mall where you can shop to your hearts content with three different levels.  The metro town hotel was great and the customer service was excellent especially a staff member named Leonora who helped us with reservations.  You will have to pay for parking but you can take the sky train everywhere which is also a block away. ,Vancouver
314160238,2015-09-27,"The hotel is opposite the building site for the future mall, so be careful while walking around. The heating system is so noisy that I could sleep even with earplugs. Being Gold member I expect free breakfast, yet I was told to pay extra for scrambled eggs, as it is not part of continental breakfast. Really? Have management or this hotel even been to any other place including other XTs? On the other side, location is not bad, close to the train and rooms are of a good size and well looked after. ",Vancouver
368453067,2016-04-28,I book mine online that has free breakfast but apparently it's only for platinum member . Internet is not free too. You have to be a member to access . This deal is okay if you're a local but would be great for tourist like us. I thought I'll be saving since I'm a member but i could stay in another hotel w free breakfast and Internet at the same quality hotel and rate .,Vancouver
205871260,2014-05-16,"Stayed there for 2 days. I offers the standard XT service, but to be honest for the price of around 190 Dollar I expected more. It is the little things that count when you are travelling for many days. E.g. elevator was always overloaded. Internet is not free, no complimentary water for XT gold card members, shower was rinning poorly, no international TV channels, fitness centre just offer 2 threadmills and a few mattresses + weights. Area is ok, close to shopping district and seminar place is ok. Summarized the hotel is ok, but it is much far away from outperforming. I did expect a little bit more for that price.",Vancouver
402280378,2016-08-06,The location of this hotel is excellent.  Access to the SkyTrain to get downtown makes this property an alternative to staying in the city.  Hotel has a fair rate for overnight parking.  Guest rooms meet meet XT standards.  Pool is only a lap pool but you have got to remember that we are in Canada.  Nice to be close to shopping at the Mall next door.  Hotel does have a a good happy hour if one chooses or can take advantage of it.,Vancouver
289723023,2015-07-14,A Warm greeting at the reception and a map with directions showing sites to visit made my stay in the Vancouver worthwhile. A let down was that breakfast was not included as part of the price charged.,Vancouver
481139978,2017-05-02,"This hotel location was great, the room was huge, the staff friendly. Great for families.  Team dinner was held and the staff was great, the food amazing, the overall experience was perfect. We had several families staying and everyone had a good time and comfortable stay. Quick walk to Starbucks,  Boston Pizza and Metrotown mall. Grocery stores nearby.",Vancouver
583204355,2018-05-27,"I always try to stay at the XT Vancouver Metrotown during my routine business visits to Burnaby.  The staff are friendly, and I really appreciate the location and the room sizes.  The lounge is okay - decent cocktails, but the food selections there and in the restaurant are a little pricey for the quality.  Luckily, there are many great options nearby.I don't love having to swipe my key or phone to get the elevators to work - the added security is nice, but it seems unnecessary given the neighborhood and front desk staff.  The bedside clock is also super bright - I generally just unplug the thing, since my phone is my primary alarm anyway.A highlight is always the front desk staff.  Maybe it's how they're managed, or maybe it's their team make up, but they are a great, friendly group who always seem genuinely glad to see me back.",Vancouver
157650880,2013-04-13,"Albeit this hotel was comfortable and the staff were awesome, the lap pool was closed (bummer #1) ... If I hadn't asked the front desk about other amenities I wouldn't have know the hot tub was still open.  XT is cheeping out on its in room coffee -I personally think this is a horrible place to cut back on.  My morning coffee is very important and their in room coffee was weak -to put it mildly. (bummer #2) Free WiFi in the lobby but you are charged for it in your room -bunk! .... only word that comes to mind. (bummer #3).  other than awesome staff, the one real redeeming quality was the breakfast being served -it was excellent!!!!!",Vancouver
149802176,2013-01-16,"My husband stays at this hotel on business several times during the year.  I joined him on a trip to Vancouver in November 2012.  Our room was spacious and comfortable with a great view of the city.  We had dinner in the restaurant, delicious food and wonderful service.  We also enjoyed cocktails in the bar.  Friendly staff and prompt service.  The proximity to Metrotown Mall is fabulous.  I got so much Christmas shopping done over the three days we were there..",Vancouver
537311166,2017-10-30,"Staff were pleasant and helpful, no complaints.  Roof was clean and tidy.  In spite of being downtown in a busy area, we found the room to be quiet and isolated from traffic noise.  No evaluation on pool, looked nice but was outside.  Refrigerator in Room was a plus, bed was comfortable and Wi'fi was consistent.",Vancouver
189094385,2013-12-30,"If not essential to stay in downtown Vancouver, the XT Metrotown is a short 20 minute trip via public transit on the overhead Skytrain system away. It is regularly half the price of similar downtown hotels and is centrally located near shopping and access to other town centres in the Lower Mainland.",Vancouver
312921805,2015-09-22,"Always polite, not smarmy, and alway prom to solve your problem, or directions. I pay for a extra XT stay because the rooms are clean, and the locations are in line with peoples trips. Even my stays at XTs from my road trips Vancouver to Toronto trips via the US have been a great experience.",Vancouver
236929494,2014-10-29,We have stayed at this hotel twice now for three to four nights each time. We have never received such outstanding service as we have at the XT Metrotown. The staff are extremely courteous and helpful and the rooms are very comfortable. Will be coming back to this hotel for years to come. ,Vancouver
342503508,2016-01-24,"Hands down, best in the city, from arrival to departure, everyone on staff is so friendly and welcoming!  Chef has an amazing menu, sales and catering team go out of their way to ensure flawless events, every time.  I have and will continue to stay and host events at XT Metrotown.",Vancouver
575958915,2018-04-26,"Superb location, right in the middle of shopping areas, attached to really interesting (primarily Chinese) mall offering exotic foods.  Rooms are usual XT quality, excellent staff. Not cheap, but generally good value for an urban property. ",Vancouver
450251070,2017-01-07,Great service! Nice rooms! Good food! The only downside was paying for wifi. We would reccomend this hotel! We loved that it was adjacent to Metropolis! We also found delicious dimsum nearby. A great start to new year!,Vancouver
371463272,2016-05-09,"Over all stay was good, staff was freindly and helpful. Rooms were clean and the beds were comfortable. Close to metrotown and lots of restaurants in the area to choose from. For the price i found the room just ok.",Vancouver
373543984,2016-05-16,"Great service, easy check in and beautiful location in Burnaby. Conveniently close to metrotown. Great pool, spa and gym location. Clean and spotless rooms. Quick and easy drive from highway 1 to the hotel.",Vancouver
229350002,2014-09-16,"This is a super good hotel choice if you are attending a concert at Deer Lake Park. The hotel has a decent lounge that is open late, and was well used. Rooms are average for a larger hotel chain. They could use a splash of updating, and maybe to redo the bathrooms. Price was good, so it is a fair choice. Did not use any of the other ammenities. They did charge for underground parking. And wi-fi if you needed it, was only free in the lobby.",Vancouver
369846770,2016-05-03,This was a great property...complete with a super staff.  (Big thanks to Stephanie on the front desk.) The room was clean and plush. The exec lounge was well run...good lite food fare. Price was wonderful. Look forward to being back.,Vancouver
382065593,2016-06-12,"Cleanest hotel, excellent service and great amenities.  Across the street from BC's largest shopping and entertainment centre.  Easy skytrain travel from airport and to downtown Vancouver.  Parking underground.",Vancouver
502023337,2017-07-14,"By XT standards this hotel is a bit dated.  The beds are overly firm and the seating in the room is limited to a desk chair and an armless chair with foot stool.  A love seat or large armed chair would go a long way.  The staff was friendly and helpful and the housekeeping was quite good.  The restaurant is weak ... we dined there twice.  The restaurant staff is good, but the food is just okay.  Parking is combined with the adjacent mall and is plentiful.  The neighborhood is somewhat rundown, but seems to be on the upswing with lots of new buildings going up.",Vancouver
615380142,2018-09-10,"I give this property top marks for location as itâ€™s a short walk to the train (20 min downtown, direct), across from a shopping area and thereâ€™s a few restaurants nearby. The room was sufficient and Iâ€™ve seen nicer at other XTâ€™s. The staff was friendly. The price was what youâ€™d expect for the area.",Vancouver
352491740,2016-03-02,"So conveniently located, a few short blocks to the train. Spacious room. We stayed here and took the train to Vancouver each day.  Trains were frequent, on time, and clean.Not much to do at the hotel. A park next to the hotel is nice and clean.",Vancouver
324041378,2015-11-02,"Only WiFi for up to 3 devices or else they charge $10. The pool is very small and thin, like a lane but it is rooftop! There's also a tiny hot tub and a kids pool. The hotel is attached to an Asian strip market. Metrotown very close just a short walk. Nice clean rooms, no complimentary breakfast unless you are a diamond member or staying on the top two floors. Then you can eat in the Opal Lounge for breakfast and evening appetizers. Probably shouldn't say this but our room key malfunctioned and gave us access to the Opal Lounge even though we were staying on the fifth floor lol. So we enjoyed some free food we just had to act like we were rich and we had no issues so if you're staying here, try and see if your room card will open the lounge door on the 18th floor. Overall we had fun but one of the staff members was rude. No problems though, it was good.",Vancouver
520870232,2017-09-03,Celebrated our anniversary with a last minute stay and buffet breakfast. It was a great treat! The room was perfect. King size suite. Very clean and we enjoyed the breakfast buffet. The staff was very accommodating when we inquired about checking in earlier. And it was also my first time booking through the XT app. Very user friendly and easy to check in.,Vancouver
394161724,2016-07-18,"Good beds, a good place to stay with family and business. The best is the location, pretty close to Metropolis Mall and Kingsway St. which if full of restaurants and places to go out and also a sky train station and bus stations. The staff is very careful and always pay attention to the guests!",Vancouver
495466921,2017-06-23,"If you can't stay downtown, or don't want to, this is a nice option.  Rooms are pretty spacious, good climate control, nice TV and wifi worked well.  Bathrooms a little odd, seem dated but were totally fine.  The hotel is attached to a rather depressing small mall with lots of closed shops.  There's a big dim sum place in there, just average.  5 minute walk to the Skytrain and you can get downtown conveniently.",Vancouver
390876002,2016-07-09,"I'm unfamiliar with Vancouver, and thought this location was a little too far from the city's attractions to warrant such a high price.  But it was close to mass transit, so we were able to get downtown with a little advance planning.  We stayed on the executive level and had access to the lounge, which was really nice. The evening &quot;cocktail hours&quot; and breakfasts were wonderful.  The one complaint we had was addressed during our stay.  The previous guest(s) had clearly been smoking, and the room smelled of cigarettes. They offered to move us to a different room, but we wanted to stay on the executive level. So they sent up an ionizer to help remove the odor, and that worked well enough.  The staff was incredibly accommodating and genuinely wanted to make things right, and we really appreciated that.  I would highly recommend this hotel for someone looking for a nice place to stay in the Vancouver area.",Vancouver
552783271,2018-01-09,"I was hesitant to stay outside of Downtown Vancouver when I booked Metrotown. I have never been in this area before, but the reviews said it was conveniently located next to the largest mall so I said what the heck.  Over our 5 day stay, I didn't step foot in the mall. LOL! We didn't need to.  There is so many things around the hotel in walking distance. We did nightly 2-1/2 hour foot and body massages at Yuen Foot Spa. It's a few blocks down the street. Highly recommend. The Metro is right down the street so for $2.85CAD, you can take a quick trip to various spots in Downton Vancouver, like the Waterfront and Gastown. So easy, I was amazed! Parking at the hotel is really low too.  Only $16/night as compared to $30-$40/night in Downtown properties.  We already booked our stay for our next trip to Vancouver!!!",Vancouver
185615428,2013-11-23,"We enjoyed our stay at this XT, where we were (happily) upgraded to a suite.  There were views of the mountains all around - it was lovely!  The service in the bar/restaurant was very nice.  The hotel is not located downtown on the waterfront like some of the others we considered, but that's probably why the price was much more reasonable.  It's attached to a small mall that is entirely full of Chinese stores and products, which we found fun and interesting.  It's only a few blocks from the skytrain, and there is a very large mall only a few blocks away as well.  The non-central location worked quite well for us, though it would have been nice to have had access to more good restaurants.  All in all, quite a good place.",Vancouver
289519705,2015-07-16,"This XT like most, has decent rooms, the staff were friendly enough.  The lobby is drab, lifeless, and boring.  Metrotown is an area in flux.  It's still a little sketchy but undergoing gentrification.  All in all its a fairly boring XT, but in that a good choice.",Vancouver
282938547,2015-06-25,"Excellent property, Centrally located in Metrotown. One of the cleanest XTs I've ever stayed. Great Staff and top of the line accomodations. Located above the Crystal Mall..If you love Chinese food this is the place to be",Vancouver
288351482,2015-07-12,"Location is not bad since this location avoids bad traffic during rush hour, but still has access to the train.  The hotel staff was courteous, service was good.  Room service was good as well.  Overall a pleasant stay.",Vancouver
268416344,2015-04-27,"After planning a one week stay at the XT Vancouver Metrotown, we needed to check in 3 days early. Hotel staff were incredibly friendly and helpful in organising everything for our change in plans. The suite was fantastic with a view over the city of Burnaby out towards Vancouver harbour. The hotel is located close to both Metrotown (largest shopping centre in Vancouver) as well as the sky train which connects you to most places in the city.",Vancouver
152854866,2013-02-23,"I stayed at this hotel when an unexpected trip arose. The service was excellent. Staff were exceptionally accommodating and very helpful in all regards. The hotel is located in a very convenient location. The room was spacious, well appointed, clean, and well tended to. I will stay here again.",Vancouver
487195976,2017-05-23,I have stayed here every week for a month and I would recommend it to anyone.  The staff is great and very friendly! Steve is a bartender on the weekends and he is awesome!  Knows of some great places to visit and makes awesome drinks! The rooms are great but request a mountain view.  The best is the 18th floor. ,Vancouver
252571457,2015-02-04,"The Pro's:  Overall a nice hotel.  Rooms are clean, beds are comfortable.  There is a restaurant on-site, it's convenient but expensive for what you get.  Hotel is located close to shopping and the Sky Train.The Con's:  the on-site gym is very small and cramped, undersized for an 18-storey hotel.  The WiFi is virtually unusable.  I stayed on business, and attempting to get caught up on work using the hotel WiFi was pointless.  Email and web browsing is horribly slow.  Don't even bother trying to participate in a Webex or GoToMeeting session.  Want to FaceTime your family back home?  Use LTE instead.  I wound up leaving the hotel and using the free Wifi at Starbucks.  The Verdict:  If you are looking for a clean room with basic amenities, then the XT Metrotown is for you.  If you want luxuries like usable WiFi, you are better served by Hyatt or Sheraton.",Vancouver
212056261,2014-06-25,"Stayed for over a week.  The hotel is nice, clean, and the staff is very friendly.  The entire city of Vancouver is very expensive.  The hotel is near a very large shopping mall, and actually attached to a smaller shopping mall that has mostly asian ethnic stores and restaurants.  The hotel is a few blocks from the Skytrain station.  The outdoor pool and hot-tub are heated and have a great view of the mountains.  The staff at the restaurant were superb, and the breakfast buffet was more than adequate, and, although, not included with the price of the stay, was a nice add-on for not so much money (for Vancouver)",Vancouver
217913117,2014-07-27,"Very friendly professional reception, great rooms, vey quiet, fantastic Sunday Brunch which was worth the trip on its own! Will always stay here as my &quot;Stay of Choice&quot; whenever I will be in the Vancouver area.",Vancouver
265657524,2015-04-14,"We stayed there for a night recently. The view from the room was not spectacular, but the staff were good and very attentive. We may or may not go again, as its a very crowded and congested part of Burnaby.",Vancouver
186023748,2013-11-26,I was there for a conference Friday to Sunday. The staff is top notch and the room spotless. The food and drinks were exceptional. Friday night was a social and the finger food was tasty and there was even a chef preparing dishes as we ate. Saturday night buffet was like the usual buffets but salads were unique and the prime rib excellent. Sorry to sound so excited about it but I left on Sunday saying this place hit a home run,Vancouver
456776902,2017-02-02,"The location is fantastic for shopping at Metrotown Mall and there are many great restaurants around the area. THe hotel Restaurant Reflect has great food and service, the Chef even comes out to speak to you, now where do you find that.  Housekeeping never walked past us without a greeting and warm smile.  I attended a meeting there and the Banquer staff were very responsive.  My booking was handled professionally and in time no question unanswered with many different options to choose from.  Front desk staff gave my husband many activities of the area while I attended my meeting.  great Job XT Vancouver Metrotown team members, you should be proud.",Vancouver
355126641,2016-03-13,"I've stayed at this hotel several times as its located in a very central area with excellent links to transport.  The hotel staff are very helpful, the rooms are comfortable (although some can be a little on the small side) and there are excellent facilities on the door step.There are some fabulous views of Downtown Vancouver, the North Shore mountains and on a clear day, you can even see Mount Baker.",Vancouver
319101437,2015-10-15,"I attended an all-day workshop with Lyoness on August 15 and the service was wonderful - from the valet who parked my car up to the banquet floor and catering staff.  This property has special meaning to me as I was part of the opening sales team back in 1999...wow, hey?Great location.  Great staff.  Thoughtful customer service and amenities for your next business sessions.",Vancouver
169838663,2013-07-29,"It is in the middle of everything like shopping. It is next to the biggest mall in Canada. The hotel was very clean. The staff are very accommodating.The down size it is conected to this mall and I found it that anyone can come and go through the entrance that connects the hotel and the mall.There should be a secured entrance, like a door that only hotel guest can access to.",Vancouver
390999058,2016-07-10,Stayed in this hotel because all downtown hotels were full. It has access to nearby skytrain and to a 400 store shopping mall. The skytrain will take you to downtown in 20 min for less than 3$. The hotel was average- no big complains. Staff was friendly.,Vancouver
500599998,2017-07-10,"The hotel is centrally located next to Sky Train which make for easy access to downtown and other locations. BUT the real reason for the high rating is the awesome staff who will go out of their way for you. From the front desk staff, the people working the executive lounge to housekeeping. Oh and let's not forget the killer high speed internet access. They made our Canada Day stay amazing.",Vancouver
517712407,2017-08-26,"This is an excellent XT property, in a great location.  The building is fairly modern.  And the rooms are spacious, quiet and very clean.  The high floor rooms have dramatic city and mountain views.  The staff at the front desk are in the game, checking you in or out with minimal fuss.  Parking is underground and reasonably priced.  The surrounding area is saturated with reasonably priced restaurants of every persuasion.  There is a large park within 1/2 mile or so that has miles of splendid, wooded walking trails.  You can go 'forest bathing' for free. The SkyTrain light rail is a very short walk from the hotel and gives fast, inexpensive, clean and easy access to greater Vancouver.  We would be delighted to return to this XT property-over and over again.",Vancouver
463108814,2017-02-26,Stayed there on a weekend for the first time using my XT points. Service of staff is excellent. Always cheerful and accommodating. I don't like the fact they charge for parking. Parkade is shared with strip mall and is quite conjested,Vancouver
199104941,2014-03-28,"We stayed at this hotel in Burnaby to be near friends.  It is right next door to Metrotown mall.  Easy walking distance.  It is also connected to Crystal Mall for excellent Asian food.  Don't pass up this cultural experience!   The breakfast buffet is excellent.  Staff are very friendly and helpful.  Fitness room is great.  Wifi works great except you need to sign in everyday but no big deal. If you have a car, this is a great XT hotel to stay at.",Vancouver
353448298,2016-03-06,"I have stayed here 5 times over the past 3 years. I love the location when my business brings me to the Burnaby part of the GVA. The hotel is clean, the rooms are adequately furnished and the hotel staff is always friendly and willing to lend a hand. The only hassle is finding parking underground after hours or during mid-day shopping since the hotel shares parking with the nearby mall. Otherwise, if your travels take you to Burnaby, be sure to check out XT Vancouver Metrotown!",Vancouver
209342785,2014-06-07,"We stayed on vacation. Great location just outside of the Vancouver city limits with quick access to all major roads. Was the perfect location for our sightseeing adventure. One recent review complained about $ for parking and internet; I've never stayed in a big city where those weren't charged for. The fees were reasonable considering what I've paid in eastern US cities. Morning views of the city and mountains were wonderful. If you have access to the top floor breakfast and happy hour, they are worth the charge (being a XT owner,it was included in my charges). The Crystal City Mall area was very interesting, lots of very good restaurants in the area. The metro sky-train is only a block a way. The staff was excellent in their treatment of all guests. I only had one complaint and it was dealt with swiftly. If I return to Vancouver, I will definitely stay here. Wife is getting used to staff getting our tough sounding last name right.",Vancouver
