FID,Key,SurveyID,Country,Ecoregion,Realm,SiteCode,Site,SiteLat,SiteLong,SurveyDate,Depth,Phylum,Class,Family,Taxon,Block,Total,Diver,geom
M1_DATA.41235,41235,34003032,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN10,Radazul,28.4,-16.32,2011-10-13T13:00:00Z,11,Chordata,Actinopterygii,Serranidae,Serranus atricauda,2,1,GJE,POINT (-16.32 28.4)
M1_DATA.41236,41236,34003032,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN10,Radazul,28.4,-16.32,2011-10-13T13:00:00Z,11,Chordata,Actinopterygii,Sphyraenidae,Sphyraena viridensis,1,2,GJE,POINT (-16.32 28.4)
M1_DATA.41237,41237,34003032,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN10,Radazul,28.4,-16.32,2011-10-13T13:00:00Z,11,Chordata,Actinopterygii,Labridae,Thalassoma pavo,1,81,GJE,POINT (-16.32 28.4)
M1_DATA.41238,41238,34003963,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN10,Radazul,28.4,-16.32,2011-10-13T13:00:00Z,9,Chordata,Actinopterygii,Sparidae,Boops boops,1,15,FPC,POINT (-16.32 28.4)
M1_DATA.41239,41239,34003963,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN10,Radazul,28.4,-16.32,2011-10-13T13:00:00Z,9,Chordata,Actinopterygii,Pomacentridae,Chromis limbata,1,50,FPC,POINT (-16.32 28.4)
M1_DATA.41240,41240,34003963,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN10,Radazul,28.4,-16.32,2011-10-13T13:00:00Z,9,Chordata,Actinopterygii,Sparidae,Diplodus sargus,2,2,FPC,POINT (-16.32 28.4)
M1_DATA.41241,41241,34003963,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN10,Radazul,28.4,-16.32,2011-10-13T13:00:00Z,9,Chordata,Actinopterygii,Scorpaenidae,Scorpaena maderensis,1,1,FPC,POINT (-16.32 28.4)
M1_DATA.41242,41242,34003963,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN10,Radazul,28.4,-16.32,2011-10-13T13:00:00Z,9,Chordata,Actinopterygii,Sphyraenidae,Sphyraena viridensis,2,4,FPC,POINT (-16.32 28.4)
M1_DATA.41243,41243,912340437,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN10,Radazul,28.4,-16.32,2011-12-10T13:00:00Z,4.5,Chordata,Actinopterygii,Pomacentridae,Abudefduf luridus,1,110,RSS,POINT (-16.32 28.4)
M1_DATA.41244,41244,912340437,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN10,Radazul,28.4,-16.32,2011-12-10T13:00:00Z,4.5,Chordata,Actinopterygii,Tetraodontidae,Canthigaster capistrata,1,4,RSS,POINT (-16.32 28.4)
M1_DATA.41245,41245,912340437,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN10,Radazul,28.4,-16.32,2011-12-10T13:00:00Z,4.5,Chordata,Actinopterygii,Blenniidae,Ophioblennius atlanticus,1,4,RSS,POINT (-16.32 28.4)
M1_DATA.41246,41246,912340437,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN10,Radazul,28.4,-16.32,2011-12-10T13:00:00Z,4.5,Chordata,Actinopterygii,Synodontidae,Synodus synodus,1,1,RSS,POINT (-16.32 28.4)
M1_DATA.41247,41247,912340439,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN10,Radazul,28.4,-16.32,2011-12-10T13:00:00Z,5,Chordata,Actinopterygii,Pomacentridae,Abudefduf luridus,2,102,FPC,POINT (-16.32 28.4)
M1_DATA.41248,41248,912340439,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN10,Radazul,28.4,-16.32,2011-12-10T13:00:00Z,5,Chordata,Actinopterygii,Tetraodontidae,Canthigaster capistrata,2,2,FPC,POINT (-16.32 28.4)
M1_DATA.41249,41249,912340439,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN10,Radazul,28.4,-16.32,2011-12-10T13:00:00Z,5,Chordata,Actinopterygii,Pomacentridae,Chromis limbata,1,2,FPC,POINT (-16.32 28.4)
M1_DATA.41250,41250,912340439,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN10,Radazul,28.4,-16.32,2011-12-10T13:00:00Z,5,Chordata,Actinopterygii,Scaridae,Sparisoma cretense,2,19,FPC,POINT (-16.32 28.4)
M1_DATA.41251,41251,912340439,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN10,Radazul,28.4,-16.32,2011-12-10T13:00:00Z,5,Chordata,Actinopterygii,Synodontidae,Synodus synodus,2,1,FPC,POINT (-16.32 28.4)
M1_DATA.41252,41252,912349252,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN10,Radazul,28.4,-16.32,2012-08-02T14:00:00Z,6,Chordata,Actinopterygii,Pomacentridae,Abudefduf luridus,2,212,DHP,POINT (-16.32 28.4)
M1_DATA.41253,41253,912349252,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN10,Radazul,28.4,-16.32,2012-08-02T14:00:00Z,6,Chordata,Actinopterygii,Tetraodontidae,Canthigaster capistrata,1,23,DHP,POINT (-16.32 28.4)
M1_DATA.41254,41254,912349252,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN10,Radazul,28.4,-16.32,2012-08-02T14:00:00Z,6,Chordata,Actinopterygii,Pomacentridae,Chromis limbata,1,295,DHP,POINT (-16.32 28.4)
M1_DATA.41255,41255,912349252,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN10,Radazul,28.4,-16.32,2012-08-02T14:00:00Z,6,Chordata,Actinopterygii,Blenniidae,Ophioblennius atlanticus,1,1,DHP,POINT (-16.32 28.4)
M1_DATA.41256,41256,912349252,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN10,Radazul,28.4,-16.32,2012-08-02T14:00:00Z,6,Chordata,Actinopterygii,Scaridae,Sparisoma cretense,1,3,DHP,POINT (-16.32 28.4)
M1_DATA.41257,41257,912349252,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN10,Radazul,28.4,-16.32,2012-08-02T14:00:00Z,6,Chordata,Actinopterygii,Sparidae,Boops boops,1,500,JASF,POINT (-16.32 28.4)
M1_DATA.41258,41258,912349252,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN10,Radazul,28.4,-16.32,2012-08-02T14:00:00Z,6,Chordata,Actinopterygii,Scaridae,Sparisoma cretense,2,4,JASF,POINT (-16.32 28.4)
M1_DATA.41259,41259,912349306,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN100,ROQUE DEL ESTE,29.28,-13.34,2015-05-23T14:00:00Z,11.5,Chordata,Actinopterygii,Labridae,Coris julis,2,8,JASF,POINT (-13.34 29.28)
M1_DATA.41260,41260,912349306,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN100,ROQUE DEL ESTE,29.28,-13.34,2015-05-23T14:00:00Z,11.5,Chordata,Actinopterygii,Serranidae,Serranus atricauda,1,1,JASF,POINT (-13.34 29.28)
M1_DATA.41261,41261,912349306,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN100,ROQUE DEL ESTE,29.28,-13.34,2015-05-23T14:00:00Z,11.5,Chordata,Actinopterygii,Labridae,Thalassoma pavo,1,99,JASF,POINT (-13.34 29.28)
M1_DATA.41262,41262,912349307,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN100,ROQUE DEL ESTE,29.28,-13.34,2015-05-23T14:00:00Z,12.7,Chordata,Actinopterygii,Labridae,Coris julis,1,1,JASF,POINT (-13.34 29.28)
M1_DATA.41263,41263,912349307,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN100,ROQUE DEL ESTE,29.28,-13.34,2015-05-23T14:00:00Z,12.7,Chordata,Actinopterygii,Sparidae,Diplodus sargus,2,1,JASF,POINT (-13.34 29.28)
M1_DATA.41264,41264,912349308,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN101,ROQUE DEL ESTE SUR,29.28,-13.34,2015-05-23T14:00:00Z,10,Chordata,Actinopterygii,Pomacentridae,Abudefduf luridus,2,79,JASF,POINT (-13.34 29.28)
M1_DATA.41265,41265,912349308,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN101,ROQUE DEL ESTE SUR,29.28,-13.34,2015-05-23T14:00:00Z,10,Chordata,Actinopterygii,Tetraodontidae,Canthigaster capistrata,2,1,JASF,POINT (-13.34 29.28)
M1_DATA.41266,41266,912349308,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN101,ROQUE DEL ESTE SUR,29.28,-13.34,2015-05-23T14:00:00Z,10,Chordata,Actinopterygii,Pomacentridae,Chromis limbata,1,30,JASF,POINT (-13.34 29.28)
M1_DATA.41267,41267,912349308,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN101,ROQUE DEL ESTE SUR,29.28,-13.34,2015-05-23T14:00:00Z,10,Chordata,Actinopterygii,Sparidae,Diplodus sargus,2,1,JASF,POINT (-13.34 29.28)
M1_DATA.41268,41268,912349308,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN101,ROQUE DEL ESTE SUR,29.28,-13.34,2015-05-23T14:00:00Z,10,Chordata,Actinopterygii,Scaridae,Sparisoma cretense,2,6,JASF,POINT (-13.34 29.28)
M1_DATA.41269,41269,912349309,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN101,ROQUE DEL ESTE SUR,29.28,-13.34,2015-05-23T14:00:00Z,10.5,Chordata,Actinopterygii,Pomacentridae,Abudefduf luridus,1,30,JASF,POINT (-13.34 29.28)
M1_DATA.41270,41270,912349309,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN101,ROQUE DEL ESTE SUR,29.28,-13.34,2015-05-23T14:00:00Z,10.5,Chordata,Actinopterygii,Labridae,Centrolabrus trutta,1,8,JASF,POINT (-13.34 29.28)
M1_DATA.41271,41271,912349309,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN101,ROQUE DEL ESTE SUR,29.28,-13.34,2015-05-23T14:00:00Z,10.5,Chordata,Actinopterygii,Scaridae,Sparisoma cretense,1,25,JASF,POINT (-13.34 29.28)
M1_DATA.41272,41272,912349309,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN101,ROQUE DEL ESTE SUR,29.28,-13.34,2015-05-23T14:00:00Z,10.5,Chordata,Actinopterygii,Labridae,Thalassoma pavo,2,31,JASF,POINT (-13.34 29.28)
M1_DATA.41273,41273,912349310,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN102,ALEGRANZA,29.39,-13.5,2015-05-24T14:00:00Z,8.5,Chordata,Actinopterygii,Labridae,Centrolabrus trutta,2,11,JASF,POINT (-13.5 29.39)
M1_DATA.41274,41274,912349310,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN102,ALEGRANZA,29.39,-13.5,2015-05-24T14:00:00Z,8.5,Chordata,Actinopterygii,Pomacentridae,Chromis limbata,1,2,JASF,POINT (-13.5 29.39)
M1_DATA.41275,41275,912349310,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN102,ALEGRANZA,29.39,-13.5,2015-05-24T14:00:00Z,8.5,Chordata,Actinopterygii,Blenniidae,Ophioblennius atlanticus,1,1,JASF,POINT (-13.5 29.39)
M1_DATA.41276,41276,912349310,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN102,ALEGRANZA,29.39,-13.5,2015-05-24T14:00:00Z,8.5,Chordata,Actinopterygii,Scaridae,Sparisoma cretense,2,12,JASF,POINT (-13.5 29.39)
M1_DATA.41277,41277,912349311,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN102,ALEGRANZA,29.39,-13.5,2015-06-24T14:00:00Z,10.8,Chordata,Actinopterygii,Pomacentridae,Chromis limbata,1,12,JASF,POINT (-13.5 29.39)
M1_DATA.41303,41303,34003956,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN5,Punta Fraile,27.64,-18,2011-10-10T13:00:00Z,9,Chordata,Actinopterygii,Serranidae,Serranus atricauda,1,1,RRE,POINT (-18 27.64)
M1_DATA.41304,41304,34003957,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN5,Punta Fraile,27.64,-18,2011-10-10T13:00:00Z,10,Chordata,Actinopterygii,Tetraodontidae,Canthigaster capistrata,2,4,FPC,POINT (-18 27.64)
M1_DATA.41305,41305,34003957,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN5,Punta Fraile,27.64,-18,2011-10-10T13:00:00Z,10,Chordata,Actinopterygii,Sparidae,Diplodus sargus,2,5,FPC,POINT (-18 27.64)
M1_DATA.41306,41306,34003957,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN5,Punta Fraile,27.64,-18,2011-10-10T13:00:00Z,10,Chordata,Actinopterygii,Sparidae,Oblada melanura,2,10,FPC,POINT (-18 27.64)
M1_DATA.41307,41307,34003957,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN5,Punta Fraile,27.64,-18,2011-10-10T13:00:00Z,10,Chordata,Actinopterygii,Scaridae,Sparisoma cretense,2,2,FPC,POINT (-18 27.64)
M1_DATA.41308,41308,912349272,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN50,CaletillasUnelcoArtificial,28.38,-16.36,2012-09-22T14:00:00Z,2.8,Chordata,Actinopterygii,Sparidae,Boops boops,2,2,DHP,POINT (-16.36 28.38)
M1_DATA.41309,41309,912349272,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN50,CaletillasUnelcoArtificial,28.38,-16.36,2012-09-22T14:00:00Z,2.8,Chordata,Actinopterygii,Labridae,Thalassoma pavo,1,8,DHP,POINT (-16.36 28.38)
M1_DATA.41310,41310,912349273,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN50,CaletillasUnelcoArtificial,28.38,-16.36,2012-09-22T14:00:00Z,4.4,Chordata,Actinopterygii,Pomacentridae,Abudefduf luridus,1,135,JASF,POINT (-16.36 28.38)
M1_DATA.41311,41311,912349273,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN50,CaletillasUnelcoArtificial,28.38,-16.36,2012-09-22T14:00:00Z,4.4,Chordata,Actinopterygii,Sparidae,Sarpa salpa,2,200,JASF,POINT (-16.36 28.38)
M1_DATA.41312,41312,912349274,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN51,CaletillasNatural,28.38,-16.35,2012-10-22T13:00:00Z,4.3,Chordata,Actinopterygii,Scorpaenidae,Scorpaena maderensis,1,1,DHP,POINT (-16.35 28.38)
M1_DATA.41313,41313,912349275,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN51,CaletillasNatural,28.38,-16.35,2012-10-22T13:00:00Z,7.5,Chordata,Actinopterygii,Tetraodontidae,Canthigaster capistrata,2,2,JASF,POINT (-16.35 28.38)
M1_DATA.41314,41314,912349275,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN51,CaletillasNatural,28.38,-16.35,2012-10-22T13:00:00Z,7.5,Chordata,Actinopterygii,Pomacentridae,Chromis limbata,1,24,JASF,POINT (-16.35 28.38)
M1_DATA.41315,41315,912349275,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN51,CaletillasNatural,28.38,-16.35,2012-10-22T13:00:00Z,7.5,Chordata,Actinopterygii,Sparidae,Diplodus sargus,2,5,JASF,POINT (-16.35 28.38)
M1_DATA.41316,41316,912349275,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN51,CaletillasNatural,28.38,-16.35,2012-10-22T13:00:00Z,7.5,Chordata,Actinopterygii,Sparidae,Oblada melanura,2,300,JASF,POINT (-16.35 28.38)
M1_DATA.41317,41317,912349275,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN51,CaletillasNatural,28.38,-16.35,2012-10-22T13:00:00Z,7.5,Chordata,Actinopterygii,Blenniidae,Ophioblennius atlanticus,2,2,JASF,POINT (-16.35 28.38)
M1_DATA.41318,41318,912349275,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN51,CaletillasNatural,28.38,-16.35,2012-10-22T13:00:00Z,7.5,Chordata,Actinopterygii,Scaridae,Sparisoma cretense,1,1,JASF,POINT (-16.35 28.38)
M1_DATA.41319,41319,912342958,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN52,Unelco Granadilla Art,28.09,-16.49,2012-10-22T13:00:00Z,6.7,Chordata,Actinopterygii,Pomacentridae,Abudefduf luridus,2,76,JASF,POINT (-16.49 28.09)
M1_DATA.41320,41320,912342958,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN52,Unelco Granadilla Art,28.09,-16.49,2012-10-22T13:00:00Z,6.7,Chordata,Actinopterygii,Tetraodontidae,Canthigaster capistrata,1,2,JASF,POINT (-16.49 28.09)
M1_DATA.41321,41321,912342958,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN52,Unelco Granadilla Art,28.09,-16.49,2012-10-22T13:00:00Z,6.7,Chordata,Actinopterygii,Sparidae,Diplodus vulgaris,2,17,JASF,POINT (-16.49 28.09)
M1_DATA.41322,41322,912342958,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN52,Unelco Granadilla Art,28.09,-16.49,2012-10-22T13:00:00Z,6.7,Chordata,Actinopterygii,Blenniidae,Ophioblennius atlanticus,1,3,JASF,POINT (-16.49 28.09)
M1_DATA.41323,41323,912342958,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN52,Unelco Granadilla Art,28.09,-16.49,2012-10-22T13:00:00Z,6.7,Chordata,Actinopterygii,Scaridae,Sparisoma cretense,1,7,JASF,POINT (-16.49 28.09)
M1_DATA.41324,41324,912342958,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN52,Unelco Granadilla Art,28.09,-16.49,2012-10-22T13:00:00Z,6.7,Chordata,Actinopterygii,Labridae,Thalassoma pavo,2,131,JASF,POINT (-16.49 28.09)
M1_DATA.41325,41325,912342959,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN52,Unelco Granadilla Art,28.09,-16.49,2012-10-23T13:00:00Z,6.3,Chordata,Actinopterygii,Aulostomidae,Aulostomus strigosus,2,1,DHP,POINT (-16.49 28.09)
M1_DATA.41326,41326,912342959,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN52,Unelco Granadilla Art,28.09,-16.49,2012-10-23T13:00:00Z,6.3,Chordata,Actinopterygii,Tetraodontidae,Canthigaster capistrata,1,9,DHP,POINT (-16.49 28.09)
M1_DATA.41350,41350,912349311,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN102,ALEGRANZA,29.39,-13.5,2015-06-24T14:00:00Z,10.8,Chordata,Actinopterygii,Scaridae,Sparisoma cretense,2,4,JASF,POINT (-13.5 29.39)
M1_DATA.41351,41351,912349311,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN102,ALEGRANZA,29.39,-13.5,2015-06-24T14:00:00Z,10.8,Chordata,Actinopterygii,Tetraodontidae,Sphoeroides marmoratus,1,1,JASF,POINT (-13.5 29.39)
M1_DATA.41352,41352,912345072,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN103,Alegranza South,29.38,-13.52,2015-07-24T14:00:00Z,10.2,Chordata,Actinopterygii,Pomacentridae,Abudefduf luridus,1,3,JASF,POINT (-13.52 29.38)
M1_DATA.41353,41353,912345073,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN103,Alegranza South,29.38,-13.52,2015-06-24T14:00:00Z,10.3,Chordata,Actinopterygii,Pomacentridae,Abudefduf luridus,1,69,JASF,POINT (-13.52 29.38)
M1_DATA.41354,41354,912345073,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN103,Alegranza South,29.38,-13.52,2015-06-24T14:00:00Z,10.3,Chordata,Actinopterygii,Sparidae,Oblada melanura,1,2,JASF,POINT (-13.52 29.38)
M1_DATA.41355,41355,912345074,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN104,La Lajita,28.18,-14.16,2015-05-27T14:00:00Z,5.4,Chordata,Actinopterygii,Pomacentridae,Abudefduf luridus,1,24,JASF,POINT (-14.16 28.18)
M1_DATA.41356,41356,912345074,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN104,La Lajita,28.18,-14.16,2015-05-27T14:00:00Z,5.4,Chordata,Actinopterygii,Tetraodontidae,Canthigaster capistrata,1,10,JASF,POINT (-14.16 28.18)
M1_DATA.41357,41357,912345074,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN104,La Lajita,28.18,-14.16,2015-05-27T14:00:00Z,5.4,Chordata,Actinopterygii,Scaridae,Sparisoma cretense,1,1,JASF,POINT (-14.16 28.18)
M1_DATA.41358,41358,912345074,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN104,La Lajita,28.18,-14.16,2015-05-27T14:00:00Z,5.4,Chordata,Actinopterygii,Labridae,Thalassoma pavo,1,6,JASF,POINT (-14.16 28.18)
M1_DATA.41359,41359,912345080,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN104,La Lajita,28.18,-14.16,2015-05-27T14:00:00Z,6.3,Chordata,Actinopterygii,Tetraodontidae,Canthigaster capistrata,1,13,JASF,POINT (-14.16 28.18)
M1_DATA.41360,41360,912345080,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN104,La Lajita,28.18,-14.16,2015-05-27T14:00:00Z,6.3,Chordata,Actinopterygii,Scaridae,Sparisoma cretense,1,3,JASF,POINT (-14.16 28.18)
M1_DATA.41361,41361,912345080,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN104,La Lajita,28.18,-14.16,2015-05-27T14:00:00Z,6.3,Chordata,Actinopterygii,Labridae,Thalassoma pavo,2,11,JASF,POINT (-14.16 28.18)
M1_DATA.41362,41362,912345081,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN105,Punta Jandia,28.07,-14.5,2015-05-27T14:00:00Z,4,Chordata,Actinopterygii,Pomacentridae,Chromis limbata,2,3,JASF,POINT (-14.5 28.07)
M1_DATA.41363,41363,912345081,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN105,Punta Jandia,28.07,-14.5,2015-05-27T14:00:00Z,4,Chordata,Actinopterygii,Tetraodontidae,Sphoeroides marmoratus,2,2,JASF,POINT (-14.5 28.07)
M1_DATA.41364,41364,912345082,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN105,Punta Jandia,28.07,-14.5,2015-05-27T14:00:00Z,5.3,Chordata,Actinopterygii,Pomacentridae,Chromis limbata,1,17,JASF,POINT (-14.5 28.07)
M1_DATA.41365,41365,912345082,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN105,Punta Jandia,28.07,-14.5,2015-05-27T14:00:00Z,5.3,Chordata,Actinopterygii,Mullidae,Mullus surmuletus,1,33,JASF,POINT (-14.5 28.07)
M1_DATA.41366,41366,912345083,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN106,Pozo Negro,28.32,-13.89,2015-05-27T14:00:00Z,3.5,Chordata,Actinopterygii,Sparidae,Sarpa salpa,2,1,JASF,POINT (-13.89 28.32)
M1_DATA.41367,41367,912345083,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN106,Pozo Negro,28.32,-13.89,2015-05-27T14:00:00Z,3.5,Chordata,Actinopterygii,Labridae,Thalassoma pavo,1,14,JASF,POINT (-13.89 28.32)
M1_DATA.41368,41368,912345084,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN106,Pozo Negro,28.32,-13.89,2015-05-27T14:00:00Z,3,Chordata,Actinopterygii,Sparidae,Diplodus sargus,2,1,JASF,POINT (-13.89 28.32)
M1_DATA.41369,41369,912345084,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN106,Pozo Negro,28.32,-13.89,2015-05-27T14:00:00Z,3,Chordata,Actinopterygii,Sparidae,Sarpa salpa,1,1,JASF,POINT (-13.89 28.32)
M1_DATA.41370,41370,912345084,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN106,Pozo Negro,28.32,-13.89,2015-05-27T14:00:00Z,3,Chordata,Actinopterygii,Serranidae,Serranus scriba,1,1,JASF,POINT (-13.89 28.32)
M1_DATA.41371,41371,912345084,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN106,Pozo Negro,28.32,-13.89,2015-05-27T14:00:00Z,3,Chordata,Actinopterygii,Scaridae,Sparisoma cretense,2,2,JASF,POINT (-13.89 28.32)
M1_DATA.41372,41372,912349266,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN107,Valle Gran Rey,28.08,-17.33,2015-05-03T14:00:00Z,6,Chordata,Actinopterygii,Tetraodontidae,Canthigaster capistrata,2,42,JASF,POINT (-17.33 28.08)
M1_DATA.41373,41373,912349266,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN107,Valle Gran Rey,28.08,-17.33,2015-05-03T14:00:00Z,6,Chordata,Actinopterygii,Pomacentridae,Chromis limbata,1,2,JASF,POINT (-17.33 28.08)
M1_DATA.41374,41374,912349266,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN107,Valle Gran Rey,28.08,-17.33,2015-05-03T14:00:00Z,6,Chordata,Actinopterygii,Scaridae,Sparisoma cretense,2,6,JASF,POINT (-17.33 28.08)
M1_DATA.41423,41423,912342959,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN52,Unelco Granadilla Art,28.09,-16.49,2012-10-23T13:00:00Z,6.3,Chordata,Actinopterygii,Sparidae,Diplodus sargus,2,6,DHP,POINT (-16.49 28.09)
M1_DATA.41424,41424,912342959,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN52,Unelco Granadilla Art,28.09,-16.49,2012-10-23T13:00:00Z,6.3,Chordata,Actinopterygii,Sparidae,Oblada melanura,2,1,DHP,POINT (-16.49 28.09)
M1_DATA.41425,41425,912342959,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN52,Unelco Granadilla Art,28.09,-16.49,2012-10-23T13:00:00Z,6.3,Chordata,Actinopterygii,Scaridae,Sparisoma cretense,1,12,DHP,POINT (-16.49 28.09)
M1_DATA.41426,41426,912342959,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN52,Unelco Granadilla Art,28.09,-16.49,2012-10-23T13:00:00Z,6.3,Chordata,Actinopterygii,Labridae,Thalassoma pavo,2,22,DHP,POINT (-16.49 28.09)
M1_DATA.41427,41427,912349276,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN53,UNELCO GRANADILLA NAT,28.09,-16.49,2012-10-23T13:00:00Z,2.7,Chordata,Actinopterygii,Pomacentridae,Abudefduf luridus,2,4,JASF,POINT (-16.49 28.09)
M1_DATA.41428,41428,912349276,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN53,UNELCO GRANADILLA NAT,28.09,-16.49,2012-10-23T13:00:00Z,2.7,Chordata,Actinopterygii,Labridae,Thalassoma pavo,2,8,JASF,POINT (-16.49 28.09)
M1_DATA.41429,41429,912349277,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN53,UNELCO GRANADILLA NAT,28.09,-16.49,2012-10-22T13:00:00Z,3.9,Chordata,Actinopterygii,Pomacentridae,Abudefduf luridus,1,4,DHP,POINT (-16.49 28.09)
M1_DATA.41430,41430,912349277,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN53,UNELCO GRANADILLA NAT,28.09,-16.49,2012-10-22T13:00:00Z,3.9,Chordata,Actinopterygii,Tetraodontidae,Canthigaster capistrata,1,1,DHP,POINT (-16.49 28.09)
